round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,losses,optimizer
100,0.3590477705001831,0.800000011920929,0.24538056552410126,1.0,relu,5,0.2,100,16,0,binary_crossentropy,Adam
100,0.42630133032798767,0.800000011920929,0.2077389508485794,1.0,relu,5,0.2,100,16,1,binary_crossentropy,Adam
100,0.3334786593914032,0.8666666746139526,0.2108384072780609,1.0,relu,5,0.2,100,16,2,binary_crossentropy,Adam
100,0.46475040912628174,0.7333333492279053,0.34392592310905457,1.0,relu,5,0.2,100,32,0,binary_crossentropy,Adam
100,0.33391889929771423,0.8666666746139526,0.2368161678314209,1.0,relu,5,0.2,100,32,1,binary_crossentropy,Adam
100,0.3470926284790039,0.800000011920929,0.24854788184165955,1.0,relu,5,0.2,100,32,2,binary_crossentropy,Adam
100,0.2940617799758911,1.0,0.19966061413288116,1.0,relu,5,0.2,100,64,0,binary_crossentropy,Adam
100,0.3531755208969116,0.800000011920929,0.23161248862743378,1.0,relu,5,0.2,100,64,1,binary_crossentropy,Adam
100,0.21488361060619354,1.0,0.17629918456077576,1.0,relu,5,0.2,100,64,2,binary_crossentropy,Adam
100,0.46667730808258057,0.800000011920929,0.1960492581129074,1.0,relu,7,0.2,100,4,0,binary_crossentropy,Adam
100,0.5345469117164612,0.7333333492279053,0.7077311277389526,0.6000000238418579,relu,7,0.2,100,4,1,binary_crossentropy,Adam
100,0.656937301158905,0.8666666746139526,0.5638338327407837,1.0,relu,7,0.2,100,4,2,binary_crossentropy,Adam
100,0.47405731678009033,0.800000011920929,0.3038092255592346,1.0,relu,7,0.2,100,8,0,binary_crossentropy,Adam
100,0.5478164553642273,0.6666666865348816,0.6951693296432495,0.6000000238418579,relu,7,0.2,100,8,1,binary_crossentropy,Adam
100,0.7149651050567627,0.6666666865348816,0.5850669145584106,0.800000011920929,relu,7,0.2,100,8,2,binary_crossentropy,Adam
100,0.5046281814575195,0.6666666865348816,0.5110098719596863,0.6000000238418579,relu,7,0.2,100,16,0,binary_crossentropy,Adam
100,0.4031234681606293,0.8666666746139526,0.3843754827976227,0.800000011920929,relu,7,0.2,100,16,1,binary_crossentropy,Adam
100,0.3887450397014618,0.800000011920929,0.24857613444328308,1.0,relu,7,0.2,100,16,2,binary_crossentropy,Adam
100,0.41758495569229126,0.800000011920929,0.3015695810317993,0.800000011920929,relu,7,0.2,100,32,0,binary_crossentropy,Adam
100,0.3957417905330658,0.7333333492279053,0.2985418438911438,0.800000011920929,relu,7,0.2,100,32,1,binary_crossentropy,Adam
100,0.29689547419548035,0.8666666746139526,0.23196978867053986,1.0,relu,7,0.2,100,32,2,binary_crossentropy,Adam
100,0.36403989791870117,0.8666666746139526,0.2714991569519043,1.0,relu,7,0.2,100,64,0,binary_crossentropy,Adam
100,0.4232731759548187,0.6666666865348816,0.46699437499046326,0.6000000238418579,relu,7,0.2,100,64,1,binary_crossentropy,Adam
100,0.32236966490745544,0.8666666746139526,0.2995374798774719,1.0,relu,7,0.2,100,64,2,binary_crossentropy,Adam
100,0.6441659331321716,0.7333333492279053,0.2471684217453003,1.0,relu,8,0.2,100,4,0,binary_crossentropy,Adam
100,0.5129451751708984,0.800000011920929,0.3084894120693207,1.0,relu,8,0.2,100,4,1,binary_crossentropy,Adam
100,0.6071932315826416,0.7333333492279053,0.6483163237571716,0.6000000238418579,relu,8,0.2,100,4,2,binary_crossentropy,Adam
100,0.5526395440101624,0.6666666865348816,0.5586932301521301,0.6000000238418579,relu,8,0.2,100,8,0,binary_crossentropy,Adam
100,0.5427616238594055,0.800000011920929,0.40878042578697205,1.0,relu,8,0.2,100,8,1,binary_crossentropy,Adam
100,0.5955846309661865,0.7333333492279053,0.5180525779724121,0.6000000238418579,relu,8,0.2,100,8,2,binary_crossentropy,Adam
100,0.2963501513004303,0.8666666746139526,0.20142149925231934,1.0,relu,8,0.2,100,16,0,binary_crossentropy,Adam
100,0.4056006073951721,0.8666666746139526,0.2716878652572632,1.0,relu,8,0.2,100,16,1,binary_crossentropy,Adam
100,0.4718422293663025,0.7333333492279053,0.4454147219657898,0.800000011920929,relu,8,0.2,100,16,2,binary_crossentropy,Adam
100,0.3711821734905243,0.7333333492279053,0.22276750206947327,1.0,relu,8,0.2,100,32,0,binary_crossentropy,Adam
100,0.40844985842704773,0.800000011920929,0.3285709023475647,1.0,relu,8,0.2,100,32,1,binary_crossentropy,Adam
100,0.3735160529613495,0.800000011920929,0.24628034234046936,1.0,relu,8,0.2,100,32,2,binary_crossentropy,Adam
100,0.38340336084365845,0.800000011920929,0.2670171856880188,1.0,relu,8,0.2,100,64,0,binary_crossentropy,Adam
100,0.34494084119796753,0.800000011920929,0.25224825739860535,1.0,relu,8,0.2,100,64,1,binary_crossentropy,Adam
100,0.31891486048698425,0.9333333373069763,0.1989908069372177,1.0,relu,8,0.2,100,64,2,binary_crossentropy,Adam
100,0.47361141443252563,0.9333333373069763,0.3589717745780945,1.0,relu,9,0.2,100,4,0,binary_crossentropy,Adam
100,0.6381031274795532,0.7333333492279053,0.26197266578674316,1.0,relu,9,0.2,100,4,1,binary_crossentropy,Adam
100,0.6201690435409546,0.8666666746139526,0.5087645649909973,1.0,relu,9,0.2,100,4,2,binary_crossentropy,Adam
100,0.5608643889427185,0.8666666746139526,0.42781180143356323,1.0,relu,9,0.2,100,8,0,binary_crossentropy,Adam
100,0.5096643567085266,0.7333333492279053,0.44460955262184143,0.800000011920929,relu,9,0.2,100,8,1,binary_crossentropy,Adam
100,0.6385492086410522,0.6666666865348816,0.6428095698356628,0.6000000238418579,relu,9,0.2,100,8,2,binary_crossentropy,Adam
100,0.5131388306617737,0.800000011920929,0.2606883943080902,1.0,relu,9,0.2,100,16,0,binary_crossentropy,Adam
100,0.3363870084285736,0.9333333373069763,0.2640978693962097,1.0,relu,9,0.2,100,16,1,binary_crossentropy,Adam
100,0.5068495273590088,0.7333333492279053,0.2611526846885681,1.0,relu,9,0.2,100,16,2,binary_crossentropy,Adam
100,0.3271893262863159,0.800000011920929,0.21186868846416473,1.0,relu,9,0.2,100,32,0,binary_crossentropy,Adam
100,0.367318719625473,0.800000011920929,0.2715303301811218,1.0,relu,9,0.2,100,32,1,binary_crossentropy,Adam
100,0.46212145686149597,0.800000011920929,0.31719958782196045,1.0,relu,9,0.2,100,32,2,binary_crossentropy,Adam
100,0.33055490255355835,0.9333333373069763,0.29620903730392456,1.0,relu,9,0.2,100,64,0,binary_crossentropy,Adam
100,0.3245082497596741,0.8666666746139526,0.19918742775917053,1.0,relu,9,0.2,100,64,1,binary_crossentropy,Adam
100,0.36623018980026245,0.800000011920929,0.22566744685173035,1.0,relu,9,0.2,100,64,2,binary_crossentropy,Adam
100,0.7492713928222656,0.6000000238418579,1.0346189737319946,0.4000000059604645,relu,11,0.2,100,4,0,binary_crossentropy,Adam
100,0.5895956158638,0.7333333492279053,0.5091632008552551,1.0,relu,11,0.2,100,4,1,binary_crossentropy,Adam
100,0.5692160725593567,0.800000011920929,0.3186415731906891,1.0,relu,11,0.2,100,4,2,binary_crossentropy,Adam
100,0.4742179214954376,0.7333333492279053,0.3106156587600708,1.0,relu,11,0.2,100,8,0,binary_crossentropy,Adam
100,0.6406024694442749,0.6666666865348816,0.6997869610786438,0.6000000238418579,relu,11,0.2,100,8,1,binary_crossentropy,Adam
100,0.5108305215835571,0.7333333492279053,0.5365815758705139,0.6000000238418579,relu,11,0.2,100,8,2,binary_crossentropy,Adam
100,0.5863122344017029,0.6666666865348816,0.527655303478241,0.6000000238418579,relu,11,0.2,100,16,0,binary_crossentropy,Adam
100,0.4853815734386444,0.7333333492279053,0.39510318636894226,0.800000011920929,relu,11,0.2,100,16,1,binary_crossentropy,Adam
100,0.4434705376625061,0.800000011920929,0.365632563829422,1.0,relu,11,0.2,100,16,2,binary_crossentropy,Adam
100,0.3771316409111023,0.7333333492279053,0.33037006855010986,1.0,relu,11,0.2,100,32,0,binary_crossentropy,Adam
100,0.461681067943573,0.800000011920929,0.2291969358921051,1.0,relu,11,0.2,100,32,1,binary_crossentropy,Adam
100,0.40346527099609375,0.800000011920929,0.2754203975200653,1.0,relu,11,0.2,100,32,2,binary_crossentropy,Adam
100,0.3350153863430023,0.8666666746139526,0.2557860016822815,1.0,relu,11,0.2,100,64,0,binary_crossentropy,Adam
100,0.3310348391532898,0.8666666746139526,0.23430462181568146,1.0,relu,11,0.2,100,64,1,binary_crossentropy,Adam
100,0.33394351601600647,0.8666666746139526,0.29494205117225647,1.0,relu,11,0.2,100,64,2,binary_crossentropy,Adam
100,0.6461989283561707,0.6666666865348816,0.6689423322677612,0.6000000238418579,relu,12,0.2,100,4,0,binary_crossentropy,Adam
100,0.6138861179351807,0.6666666865348816,0.6231605410575867,0.6000000238418579,relu,12,0.2,100,4,1,binary_crossentropy,Adam
100,0.7543678283691406,0.5333333611488342,0.8112741708755493,0.4000000059604645,relu,12,0.2,100,4,2,binary_crossentropy,Adam
100,0.48683294653892517,0.800000011920929,0.3991115689277649,0.800000011920929,relu,12,0.2,100,8,0,binary_crossentropy,Adam
100,0.5349409580230713,0.800000011920929,0.35222557187080383,1.0,relu,12,0.2,100,8,1,binary_crossentropy,Adam
100,0.5093212723731995,0.800000011920929,0.29224827885627747,1.0,relu,12,0.2,100,8,2,binary_crossentropy,Adam
100,0.5499924421310425,0.6666666865348816,0.47979792952537537,0.6000000238418579,relu,12,0.2,100,16,0,binary_crossentropy,Adam
100,0.4227553606033325,0.800000011920929,0.32149869203567505,0.800000011920929,relu,12,0.2,100,16,1,binary_crossentropy,Adam
100,0.664509117603302,0.6666666865348816,0.6937072277069092,0.6000000238418579,relu,12,0.2,100,16,2,binary_crossentropy,Adam
100,0.4445105791091919,0.7333333492279053,0.370780348777771,0.800000011920929,relu,12,0.2,100,32,0,binary_crossentropy,Adam
100,0.5237879157066345,0.6666666865348816,0.2611963152885437,1.0,relu,12,0.2,100,32,1,binary_crossentropy,Adam
100,0.3689517378807068,0.800000011920929,0.25817716121673584,1.0,relu,12,0.2,100,32,2,binary_crossentropy,Adam
100,0.3438585698604584,0.9333333373069763,0.27254050970077515,1.0,relu,12,0.2,100,64,0,binary_crossentropy,Adam
100,0.4436784088611603,0.6666666865348816,0.3944125473499298,0.6000000238418579,relu,12,0.2,100,64,1,binary_crossentropy,Adam
100,0.32331475615501404,0.9333333373069763,0.27102339267730713,1.0,relu,12,0.2,100,64,2,binary_crossentropy,Adam
100,0.6764947175979614,0.6666666865348816,0.6836563348770142,0.6000000238418579,relu,13,0.2,100,4,0,binary_crossentropy,Adam
100,0.6355193257331848,0.7333333492279053,0.7807828187942505,0.6000000238418579,relu,13,0.2,100,4,1,binary_crossentropy,Adam
100,0.676678478717804,0.6666666865348816,0.6837652921676636,0.6000000238418579,relu,13,0.2,100,4,2,binary_crossentropy,Adam
100,0.47100964188575745,0.7333333492279053,0.4675130844116211,0.800000011920929,relu,13,0.2,100,8,0,binary_crossentropy,Adam
100,0.5219765901565552,0.6666666865348816,0.3491377830505371,1.0,relu,13,0.2,100,8,1,binary_crossentropy,Adam
100,0.6092806458473206,0.6666666865348816,0.6133875846862793,0.6000000238418579,relu,13,0.2,100,8,2,binary_crossentropy,Adam
100,0.5090564489364624,0.7333333492279053,0.45147305727005005,0.6000000238418579,relu,13,0.2,100,16,0,binary_crossentropy,Adam
100,0.7033997774124146,0.6000000238418579,0.3861995339393616,0.6000000238418579,relu,13,0.2,100,16,1,binary_crossentropy,Adam
100,0.5610286593437195,0.7333333492279053,0.4527171552181244,1.0,relu,13,0.2,100,16,2,binary_crossentropy,Adam
100,0.4480901062488556,0.800000011920929,0.34741494059562683,1.0,relu,13,0.2,100,32,0,binary_crossentropy,Adam
100,0.4322851896286011,0.800000011920929,0.2540205121040344,1.0,relu,13,0.2,100,32,1,binary_crossentropy,Adam
100,0.5750451683998108,0.6666666865348816,0.49793705344200134,0.6000000238418579,relu,13,0.2,100,32,2,binary_crossentropy,Adam
100,0.3696161210536957,0.8666666746139526,0.2599629759788513,1.0,relu,13,0.2,100,64,0,binary_crossentropy,Adam
100,0.4006243348121643,0.8666666746139526,0.3511780798435211,1.0,relu,13,0.2,100,64,1,binary_crossentropy,Adam
100,0.41156309843063354,0.800000011920929,0.2765946686267853,1.0,relu,13,0.2,100,64,2,binary_crossentropy,Adam
100,0.3929307758808136,0.8666666746139526,0.36226779222488403,1.0,elu,2,0.2,100,4,0,binary_crossentropy,Adam
100,0.5030403733253479,0.7333333492279053,0.2658047080039978,1.0,elu,2,0.2,100,4,1,binary_crossentropy,Adam
100,0.4067733585834503,0.8666666746139526,0.23649266362190247,1.0,elu,2,0.2,100,4,2,binary_crossentropy,Adam
100,0.330698698759079,0.8666666746139526,0.3014030456542969,1.0,elu,2,0.2,100,8,0,binary_crossentropy,Adam
100,0.27292177081108093,0.8666666746139526,0.16989198327064514,1.0,elu,2,0.2,100,8,1,binary_crossentropy,Adam
100,0.49257487058639526,0.6666666865348816,0.437116801738739,0.800000011920929,elu,2,0.2,100,8,2,binary_crossentropy,Adam
100,0.4151258170604706,0.800000011920929,0.228371262550354,1.0,elu,2,0.2,100,16,0,binary_crossentropy,Adam
100,0.40662652254104614,0.800000011920929,0.2796846628189087,1.0,elu,2,0.2,100,16,1,binary_crossentropy,Adam
100,0.24612119793891907,0.9333333373069763,0.1615661084651947,1.0,elu,2,0.2,100,16,2,binary_crossentropy,Adam
100,0.2627626955509186,0.9333333373069763,0.1932447850704193,1.0,elu,2,0.2,100,32,0,binary_crossentropy,Adam
100,0.18778958916664124,1.0,0.1261257827281952,1.0,elu,2,0.2,100,32,1,binary_crossentropy,Adam
100,0.20977912843227386,1.0,0.17188778519630432,1.0,elu,2,0.2,100,32,2,binary_crossentropy,Adam
100,0.1553749293088913,0.9333333373069763,0.10736781358718872,1.0,elu,2,0.2,100,64,0,binary_crossentropy,Adam
100,0.1546909064054489,1.0,0.10748003423213959,1.0,elu,2,0.2,100,64,1,binary_crossentropy,Adam
100,0.1603289395570755,1.0,0.14746160805225372,1.0,elu,2,0.2,100,64,2,binary_crossentropy,Adam
100,0.429329514503479,0.7333333492279053,0.2951323986053467,1.0,elu,3,0.2,100,4,0,binary_crossentropy,Adam
100,0.3523332476615906,0.8666666746139526,0.29964542388916016,1.0,elu,3,0.2,100,4,1,binary_crossentropy,Adam
100,0.38584795594215393,0.8666666746139526,0.2896600365638733,1.0,elu,3,0.2,100,4,2,binary_crossentropy,Adam
100,0.4361271262168884,0.800000011920929,0.20469999313354492,1.0,elu,3,0.2,100,8,0,binary_crossentropy,Adam
100,0.3625195622444153,0.8666666746139526,0.2915322184562683,1.0,elu,3,0.2,100,8,1,binary_crossentropy,Adam
100,0.3540140688419342,0.8666666746139526,0.2659558355808258,1.0,elu,3,0.2,100,8,2,binary_crossentropy,Adam
100,0.2467121183872223,1.0,0.23010805249214172,1.0,elu,3,0.2,100,16,0,binary_crossentropy,Adam
100,0.41796424984931946,0.800000011920929,0.23442652821540833,1.0,elu,3,0.2,100,16,1,binary_crossentropy,Adam
100,0.31606343388557434,0.8666666746139526,0.21198251843452454,1.0,elu,3,0.2,100,16,2,binary_crossentropy,Adam
100,0.21051861345767975,1.0,0.19227302074432373,1.0,elu,3,0.2,100,32,0,binary_crossentropy,Adam
100,0.24236151576042175,0.9333333373069763,0.1686846762895584,1.0,elu,3,0.2,100,32,1,binary_crossentropy,Adam
100,0.16220742464065552,1.0,0.11664330959320068,1.0,elu,3,0.2,100,32,2,binary_crossentropy,Adam
100,0.1336870789527893,1.0,0.12591305375099182,1.0,elu,3,0.2,100,64,0,binary_crossentropy,Adam
100,0.2371423840522766,0.8666666746139526,0.18864671885967255,1.0,elu,3,0.2,100,64,1,binary_crossentropy,Adam
100,0.1737932413816452,1.0,0.12734517455101013,1.0,elu,3,0.2,100,64,2,binary_crossentropy,Adam
100,0.5983855128288269,0.6666666865348816,0.5427023768424988,0.6000000238418579,elu,4,0.2,100,4,0,binary_crossentropy,Adam
100,0.5312105417251587,0.6666666865348816,0.4234038293361664,0.800000011920929,elu,4,0.2,100,4,1,binary_crossentropy,Adam
100,0.592045783996582,0.7333333492279053,0.31049486994743347,1.0,elu,4,0.2,100,4,2,binary_crossentropy,Adam
100,0.4760796129703522,0.7333333492279053,0.28989875316619873,1.0,elu,4,0.2,100,8,0,binary_crossentropy,Adam
100,0.24207144975662231,0.9333333373069763,0.19214244186878204,1.0,elu,4,0.2,100,8,1,binary_crossentropy,Adam
100,0.3782075047492981,0.800000011920929,0.3055662512779236,1.0,elu,4,0.2,100,8,2,binary_crossentropy,Adam
100,0.2816965878009796,0.9333333373069763,0.15392634272575378,1.0,elu,4,0.2,100,16,0,binary_crossentropy,Adam
100,0.24675877392292023,0.9333333373069763,0.18140482902526855,1.0,elu,4,0.2,100,16,1,binary_crossentropy,Adam
100,0.3441725969314575,0.9333333373069763,0.23489491641521454,1.0,elu,4,0.2,100,16,2,binary_crossentropy,Adam
100,0.21452100574970245,1.0,0.1873828023672104,1.0,elu,4,0.2,100,32,0,binary_crossentropy,Adam
100,0.23881934583187103,0.9333333373069763,0.1828208863735199,1.0,elu,4,0.2,100,32,1,binary_crossentropy,Adam
100,0.18831218779087067,1.0,0.13979245722293854,1.0,elu,4,0.2,100,32,2,binary_crossentropy,Adam
100,0.2133244127035141,0.9333333373069763,0.1616673767566681,1.0,elu,4,0.2,100,64,0,binary_crossentropy,Adam
100,0.15232719480991364,1.0,0.10814447700977325,1.0,elu,4,0.2,100,64,1,binary_crossentropy,Adam
100,0.24253839254379272,0.9333333373069763,0.20261892676353455,1.0,elu,4,0.2,100,64,2,binary_crossentropy,Adam
100,0.49927863478660583,0.6666666865348816,0.44699034094810486,0.800000011920929,elu,5,0.2,100,4,0,binary_crossentropy,Adam
100,0.4744398891925812,0.7333333492279053,0.34482717514038086,1.0,elu,5,0.2,100,4,1,binary_crossentropy,Adam
100,0.8756261467933655,0.4000000059604645,0.8426931500434875,0.4000000059604645,elu,5,0.2,100,4,2,binary_crossentropy,Adam
100,0.38976770639419556,0.8666666746139526,0.4497290551662445,0.800000011920929,elu,5,0.2,100,8,0,binary_crossentropy,Adam
100,0.44623368978500366,0.800000011920929,0.22475025057792664,0.800000011920929,elu,5,0.2,100,8,1,binary_crossentropy,Adam
100,0.25274020433425903,1.0,0.19648371636867523,1.0,elu,5,0.2,100,8,2,binary_crossentropy,Adam
100,0.4684406816959381,0.7333333492279053,0.40329641103744507,0.800000011920929,elu,5,0.2,100,16,0,binary_crossentropy,Adam
100,0.3512096703052521,0.8666666746139526,0.2577604055404663,1.0,elu,5,0.2,100,16,1,binary_crossentropy,Adam
100,0.5095515847206116,0.7333333492279053,0.33687591552734375,1.0,elu,5,0.2,100,16,2,binary_crossentropy,Adam
100,0.24122357368469238,1.0,0.16247786581516266,1.0,elu,5,0.2,100,32,0,binary_crossentropy,Adam
100,0.21332651376724243,1.0,0.18501479923725128,1.0,elu,5,0.2,100,32,1,binary_crossentropy,Adam
100,0.31576189398765564,0.9333333373069763,0.22819514572620392,1.0,elu,5,0.2,100,32,2,binary_crossentropy,Adam
100,0.21453939378261566,1.0,0.1998538076877594,1.0,elu,5,0.2,100,64,0,binary_crossentropy,Adam
100,0.20810537040233612,1.0,0.17210523784160614,1.0,elu,5,0.2,100,64,1,binary_crossentropy,Adam
100,0.2295123040676117,0.9333333373069763,0.1448858082294464,1.0,elu,5,0.2,100,64,2,binary_crossentropy,Adam
100,0.48344194889068604,0.7333333492279053,0.1968424916267395,1.0,elu,7,0.2,100,4,0,binary_crossentropy,Adam
100,0.6283088326454163,0.6666666865348816,0.5503110885620117,0.6000000238418579,elu,7,0.2,100,4,1,binary_crossentropy,Adam
100,0.511184573173523,0.7333333492279053,0.30744558572769165,1.0,elu,7,0.2,100,4,2,binary_crossentropy,Adam
100,0.6342361569404602,0.6666666865348816,0.3077603876590729,1.0,elu,7,0.2,100,8,0,binary_crossentropy,Adam
100,0.528316080570221,0.6000000238418579,0.5120514631271362,0.6000000238418579,elu,7,0.2,100,8,1,binary_crossentropy,Adam
100,0.42074844241142273,0.8666666746139526,0.22169867157936096,1.0,elu,7,0.2,100,8,2,binary_crossentropy,Adam
100,0.48903951048851013,0.7333333492279053,0.3820841610431671,0.800000011920929,elu,7,0.2,100,16,0,binary_crossentropy,Adam
100,0.5200336575508118,0.6666666865348816,0.5162109136581421,0.6000000238418579,elu,7,0.2,100,16,1,binary_crossentropy,Adam
100,0.3941267728805542,0.800000011920929,0.35345929861068726,1.0,elu,7,0.2,100,16,2,binary_crossentropy,Adam
100,0.3974820077419281,0.8666666746139526,0.2011348307132721,1.0,elu,7,0.2,100,32,0,binary_crossentropy,Adam
100,0.29329055547714233,0.9333333373069763,0.2460293024778366,1.0,elu,7,0.2,100,32,1,binary_crossentropy,Adam
100,0.361284464597702,0.8666666746139526,0.41819483041763306,0.6000000238418579,elu,7,0.2,100,32,2,binary_crossentropy,Adam
100,0.374365895986557,0.8666666746139526,0.28086361289024353,1.0,elu,7,0.2,100,64,0,binary_crossentropy,Adam
100,0.28466662764549255,1.0,0.4073602259159088,0.6000000238418579,elu,7,0.2,100,64,1,binary_crossentropy,Adam
